id,platform,product_id,name,current_price,original_price,rating,review_count,store_name,category,details,image_url,crawled_at,last_updated
400,Amazon,AMZ_SAMPLE_5_3,Lenovo drawing book Model 4,754.56,414.33,3.80,15722,Lenovo Store,Electronics,{},https://via.placeholder.com/150?text=Lenovo,2026-01-30 19:02:26,2026-02-11 00:31:49
401,Amazon,AMZ_SAMPLE_5_4,Samsung drawing book Model 5,1143.19,542.65,3.90,27712,Samsung Store,Electronics,{},https://via.placeholder.com/150?text=Samsung,2026-01-30 19:02:26,2026-02-11 00:31:49
402,Amazon,B0CHB1RNFR,128GB USB Flash Drives 2 Pack 128GB Thumb Drives Memory Stick Jump Drive with LED Light for Storage and Backup (2 Pack Black),15.00,16.80,3.70,22903,Amazon,Electronics,{},https://m.media-amazon.com/images/I/6131tPOZLoL._AC_UY218_.jpg,2026-01-30 19:02:29,2026-02-11 00:31:43
403,Amazon,B0BYMRK9XZ,"1 Pack 64GB USB Flash Drives USB 2.0 Thumb Drives Memory Stick Jump Drive Zip Drive, Green",5.00,5.89,3.40,2144,50+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/51KQi9u2+5L._AC_UY218_.jpg,2026-01-30 19:02:29,2026-02-11 00:31:43
404,Amazon,B07LGLQT11,Vansuny 64GB Type C Flash Drive 2 in 1 OTG USB 3.0 + USB C Memory Stick with Keychain Dual Type C Thumb Drive Photo Stick Jump Drive for Android Smart,9.00,10.38,4.70,18215,1K+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/51YWrNICL5L._AC_UY218_.jpg,2026-01-30 19:02:29,2026-02-11 00:31:43
405,Amazon,B0BV8DWLMM,SanDisk 64GB Ultra USB 3.0 Flash Drive 3-Pack - SDCZ48-064G-U46 Bundle with (3) Everything But Stromboli Lanyards,26.00,31.66,4.20,16605,50+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/71DyGWKUhQL._AC_UY218_.jpg,2026-01-30 19:02:29,2026-02-11 00:31:43
406,Amazon,B08RNFBNV2,"8GB Flash Drives 5 Pack, Alihelan USB Flash Drive USB 2.0 Thumb Drive Swivel Memory Stick U Disk Jump Drive Zip Drive with Led Indicator (5 Mixed Colo",10.00,11.23,4.00,10627,(GBP 2.07GBP2.07/count),Electronics,{},https://m.media-amazon.com/images/I/61ZjAFshP8L._AC_UY218_.jpg,2026-01-30 19:02:29,2026-02-11 00:31:43
407,Amazon,B0CP43S98Z,"SanDisk 128GB Ultra Luxe USB Type-C Flash Drive - Up to 400MB/s, USB 3.2 Gen 1, Premium Metal Design - SDCZ75-128G-G46",15.00,16.92,3.70,42773,200+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61PrLVuIGPL._AC_UY218_.jpg,2026-01-30 19:02:29,2026-02-11 00:31:43
408,Amazon,B007YX9O9O,SanDisk 16GB Cruzer Glide USB 2.0 Flash Drive - SDCZ60-016G-B35,0.00,0.00,4.90,1299,Amazon,Electronics,{},https://m.media-amazon.com/images/I/711aQ7oxvhL._AC_UY218_.jpg,2026-01-30 19:02:29,2026-02-11 00:31:43
409,Amazon,B0CGRFFQHN,"32GB 2 Pack USB 3.2 Gen 1 (USB 3.1) Flash Thumb Drive, External Data Storage Memory Stick Compatible with Computer/Laptop",8.00,10.00,3.90,32675,Amazon,Electronics,{},https://m.media-amazon.com/images/I/61nGxu9c4lL._AC_UY218_.jpg,2026-01-30 19:02:29,2026-02-11 00:31:43
410,Amazon,B0BY2WQTMN,SanDisk 128GB Ultra Luxe USB 3.2 Gen 1 Flash Drive - SDCZ74-128G-GAM46,25.00,31.81,4.30,5192,50+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/41SoegdWA1L._AC_UY218_.jpg,2026-01-30 19:02:29,2026-02-11 00:31:43
411,Amazon,B0D5GP5DM8,"128GB USB 3.0 Flash Drive, Waterproof Metal USB Memory Stick, Slim Thumb Drive Portable Pen Drive with Keychain Hole Stylish Jump Drive for PC Compute",11.00,12.85,4.30,285,100+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/51P7fioycgL._AC_UY218_.jpg,2026-01-30 19:02:29,2026-02-11 00:31:43
412,Amazon,B0DZNZ7S4F,"AreTop 8GB Flash Drive 5 Pack FAT32 Thumb Drives Slide Retractable USB Drives 8GB 5 Pack Memory Sticks for Data Storage (Mixed Color:Yellow,Red,Blue,G",10.00,12.57,4.70,27639,200+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61hWZ3jj+2L._AC_UY218_.jpg,2026-01-30 19:02:29,2026-02-11 00:31:43
413,Amazon,B01AD70VLW,LEIZHAN USB Flash Drive 32GB Metal Key of Love Key Chain USB Flash Drive high Speed USB Pen Drive Memory Stick u Disk pendrive,8.00,9.67,4.90,41398,List:,Electronics,{},https://m.media-amazon.com/images/I/41ZJeKXCtTL._AC_UY218_.jpg,2026-01-30 19:02:29,2026-02-11 00:31:43
414,Amazon,B0D4QRSW5J,USB Flash Drive 230GB Waterproof USB Stick High Speed Memory Stick 230GB Ultra Large Storage Metal Thumb Drive with Keychain Design for Laptop Compute,10.00,12.98,4.90,4666,500+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/51JIByl41sL._AC_UY218_.jpg,2026-01-30 19:02:29,2026-02-11 00:31:43
415,Amazon,B0CMXMX4NM,"64GB USB Flash Drive 2 Pack 64 GB USB Thumb Drive Memory Stick Jump Drives Pendrive for Storage (2 Colors, 64G)",10.00,12.40,4.50,373,200+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/51aZAGvMEhL._AC_UY218_.jpg,2026-01-30 19:02:31,2026-02-11 00:31:43
416,Amazon,B01B3GOCZ8,SanDisk 32GB (Five Pack) USB 3.0 Flash Ultra Memory Drive CZ48 - Bundle with (2) Everything But Stromboli Lanyard,0.00,0.00,3.10,38808,100+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/71LGWHsY48L._AC_UY218_.jpg,2026-01-30 19:02:31,2026-02-11 00:31:43
417,Amazon,B0CBYYCLZK,"USB Flash Drives,Waterproof Silicone USB2.0 High Speed Thumb Memory Stick Pen Date Storage Pendrive U Disk (32GB,Blue Cat)",8.00,8.91,3.80,8322,Amazon,Electronics,{},https://m.media-amazon.com/images/I/61NMqZ2gD-L._AC_UY218_.jpg,2026-01-30 19:02:31,2026-02-11 00:31:43
418,Amazon,B0CQTH3W7D,512MB USB Flash Drives Thumb Drive U Disk PenDrive Memory Sticks with Type C & OTG Transformer for Pupil Student Presents (Blue),4.00,5.13,4.90,6972,Amazon,Electronics,{},https://m.media-amazon.com/images/I/61RdjzsfrCL._AC_UY218_.jpg,2026-01-30 19:02:31,2026-02-11 00:31:43
419,Amazon,B017RD11JQ,SanDisk - Cruzer Glide 128GB USB 2.0 Flash Drive SDCZ600-128G-G35,10.00,12.80,3.20,42299,More Buying Choices,Electronics,{},https://m.media-amazon.com/images/I/411Nr-kOgPL._AC_UY218_.jpg,2026-01-30 19:02:31,2026-02-11 00:31:43
420,Amazon,B0DSVVY4JT,"USB Flash Drives,16GB / 32GB /64GB Waterproof Cute Lipstick USB 2.0 Data Storage Drive Memory Stick Flash Pen Disk Pendrive (Rose Red, 64, GB)",9.00,9.99,3.80,43466,Amazon,Electronics,{},https://m.media-amazon.com/images/I/41-7YMUV+vL._AC_UY218_.jpg,2026-01-30 19:02:31,2026-02-11 00:31:43
421,Amazon,B0C3LGTW8H,Small Capacity 256MB USB Flash Drives Memory Sticks Pen jumpdrive U Disk Thumb Drive with Type-C/OTG Adaptor for Pupil & Students (Pink),4.00,4.48,4.70,30175,Amazon,Electronics,{},https://m.media-amazon.com/images/I/61lxd1HPqRL._AC_UY218_.jpg,2026-01-30 19:02:31,2026-02-11 00:31:43
422,Amazon,B07SMB81Q9,SanDisk 64GB Cruzer Glide 3.0 USB Flash Drive (10 Pack Bundle) Jump Drive Pen Drive Works with Laptop Computers with USB 2.0/3.0 Port (SDCZ600-064G-G3,68.00,84.58,3.30,32403,100+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/71Z08hnrKRL._AC_UY218_.jpg,2026-01-30 19:02:31,2026-02-11 00:31:43
423,Amazon,B017JJSNMG,Verbatim 32GB Metal Executive USB 3.0 Flash Drive - Gold - 99105,7.00,8.20,4.70,2115,50+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/51e-Wfb4ZwL._AC_UY218_.jpg,2026-01-30 19:02:31,2026-02-11 00:31:43
424,Amazon,B09XLP266Y,10 Pack DataOcean 4GB USB 2.0 Flash Drive Memory Stick Thumb Drives (4GB X 10 Mixed Colors),17.00,19.19,4.60,47123,100+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/71TNXqpaG4L._AC_UY218_.jpg,2026-01-30 19:02:31,2026-02-11 00:31:43
425,Amazon,B0CXMXPSV9,"USB Flash Drive, 16GB/32GB/64GB/128GB USB2.0 Rotatable Memory Stick Date Storage Pendrive Thumb Drives U Disk(64GB,Pink)",10.00,12.46,3.60,5123,Amazon,Electronics,{},https://m.media-amazon.com/images/I/71lEuydPfEL._AC_UY218_.jpg,2026-01-30 19:02:31,2026-02-11 00:31:43
426,Amazon,AMZ_SAMPLE_8_0,Dell drawing book Model 1,371.64,742.88,3.90,42452,Dell Store,Electronics,{},https://via.placeholder.com/150?text=Dell,2026-01-30 19:02:42,2026-02-11 00:31:49
427,Amazon,AMZ_SAMPLE_8_1,Dell drawing book Model 2,213.74,551.98,3.50,6809,Dell Store,Electronics,{},https://via.placeholder.com/150?text=Dell,2026-01-30 19:02:42,2026-02-11 00:31:49
428,Amazon,AMZ_SAMPLE_8_2,Lenovo drawing book Model 3,1485.28,1769.63,3.60,24783,Lenovo Store,Electronics,{},https://via.placeholder.com/150?text=Lenovo,2026-01-30 19:02:42,2026-02-11 00:31:49
429,Amazon,AMZ_SAMPLE_8_3,Lenovo drawing book Model 4,1436.03,911.82,4.30,49404,Lenovo Store,Electronics,{},https://via.placeholder.com/150?text=Lenovo,2026-01-30 19:02:42,2026-02-11 00:31:49
430,Amazon,AMZ_SAMPLE_8_4,Samsung drawing book Model 5,141.57,1261.64,4.90,13696,Samsung Store,Electronics,{},https://via.placeholder.com/150?text=Samsung,2026-01-30 19:02:42,2026-02-11 00:31:49
431,Amazon,B0894NJ5PZ,SanDisk 64GB iXpand Flash Drive Go – For your iPhone 14 or older - Create space on your iPhone - SDIX60N-064G-GN6NN,26.00,31.31,4.80,40595,100+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/81Fqh9hd73L._AC_UY218_.jpg,2026-01-30 19:02:44,2026-02-11 00:31:43
432,Amazon,B0DY7J7C7K,Metal Robot Shape 64GB USB 2.0 Flash Drive with Keychain Cool Cartoon Memory Stick Cute Jump Drive Wedding Thumb Drive Novelty Flash Drive Data Storag,12.00,13.59,3.10,21883,List Price:,Electronics,{},https://m.media-amazon.com/images/I/51lyfG8WfzL._AC_UY218_.jpg,2026-01-30 19:02:44,2026-02-11 00:31:43
433,Amazon,B00XJXYONO,SanDisk Cruzer Glide 32GB (5 Pack) USB 2.0 Flash Drive (SDCZ60-032G) Pen Drive Bundle with (2) Everything But Stromboli Lanyards,30.00,33.19,4.90,3729,50+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/71cu166QMVL._AC_UY218_.jpg,2026-01-30 19:02:44,2026-02-11 00:31:43
434,Amazon,B00KAJPAPQ,SanDisk Cruzer Ultra 32GB USB 3.0 Flash Drive SDCZ48-032G-U46 up to 100MB/s (Pack of 2),21.00,25.03,4.60,47804,(GBP 10.86GBP10.86/count),Electronics,{},https://m.media-amazon.com/images/I/61bTqqLpBaL._AC_UY218_.jpg,2026-01-30 19:02:44,2026-02-11 00:31:43
435,Amazon,B00IFU6DU8,SanDisk Cruzer Blade 32GB (5 pack) USB 2.0 Flash Drive Jump Drive Pen Drive SDCZ50-032G - Five Pack w/ (2) Everything But Stromboli (TM) Lanyard,27.00,30.64,3.60,14792,Amazon,Electronics,{},https://m.media-amazon.com/images/I/51GjpR3BsnL._AC_UY218_.jpg,2026-01-30 19:02:44,2026-02-11 00:31:43
436,Amazon,B07SPF93H5,SanDisk 128GB Cruzer Glide 3.0 USB Flash Drive (10 Pack Bundle) Jump Drive Pen Drive Works with Laptop Computers with USB 2.0/3.0 Port (SDCZ600-128G-G,88.00,111.81,4.60,6072,Amazon,Electronics,{},https://m.media-amazon.com/images/I/71Z08hnrKRL._AC_UY218_.jpg,2026-01-30 19:02:44,2026-02-11 00:31:43
437,Amazon,B0B8X7VCVC,"SanDisk 512GB Ultra Eco USB 3.2 Gen 1 Flash Drive - SDCZ96-512G-G46, Blue-Green",37.00,43.37,3.40,21768,More Buying Choices,Electronics,{},https://m.media-amazon.com/images/I/71nf0sq-ouL._AC_UY218_.jpg,2026-01-30 19:02:44,2026-02-11 00:31:43
438,Amazon,B08D6X84TN,SanDisk 64GB Ultra Fit USB 3.1 Flash Drive Low Profile (SDCZ430-064G-G46) High Speed Memory Pen Drive Bundle with (1) Everything But Stromboli Lanyard,9.00,10.49,4.20,48844,50+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/41EQgjx42XL._AC_UY218_.jpg,2026-01-30 19:02:44,2026-02-11 00:31:43
439,Amazon,B0D457CDSV,K&ZZ 128GB USB C Flash Drive 1 Pack Dual USB-C Thumb Drive 3.0 Push-Pull USB A + Type C Memory Stick Photo Stick for Smartphone Tablet Laptop iPhone 1,11.00,12.53,3.00,5854,100+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61UV0QYjJTL._AC_UY218_.jpg,2026-01-30 19:02:44,2026-02-11 00:31:43
440,Amazon,B0CP62S615,"SanDisk 256GB Ultra Slider USB Type-C Flash Drive - Up to 400MB/s, USB 3.2 Gen 1, Retractable Connector - SDCZ480-256G-G46​",0.00,0.00,3.10,11681,100+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/519iXVAbsmL._AC_UY218_.jpg,2026-01-30 19:02:44,2026-02-11 00:31:43
441,Amazon,B07JH53M4T,Micro Center SuperSpeed 2 Pack 16GB USB 3.0 Flash Drive Gum Size Memory Stick Thumb Drive Data Storage Jump Drive (16G 2-Pack),0.00,0.00,4.20,2030,100+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/81XB+0QH6aL._AC_UY218_.jpg,2026-01-30 19:02:44,2026-02-11 00:31:43
442,Amazon,B01B3HKNOQ,SanDisk Ultra Flair USB (5 Pack) 3.0 32GB Flash Drive High Performance SDCZ73-032G-G46 - with (2) Everything But Stromboli (tm) Lanyard,34.00,43.86,3.20,23243,Amazon,Electronics,{},https://m.media-amazon.com/images/I/71Vslu0U4DL._AC_UY218_.jpg,2026-01-30 19:02:44,2026-02-11 00:31:43
443,Amazon,AMZ_SAMPLE_10_0,Samsung drawing book Model 1,435.58,1773.14,3.90,1046,Samsung Store,Electronics,{},https://via.placeholder.com/150?text=Samsung,2026-01-30 19:02:55,2026-02-11 00:31:49
444,Amazon,AMZ_SAMPLE_10_1,Dell drawing book Model 2,399.01,1692.50,4.20,26858,Dell Store,Electronics,{},https://via.placeholder.com/150?text=Dell,2026-01-30 19:02:55,2026-02-11 00:31:49
445,Amazon,AMZ_SAMPLE_10_2,Lenovo drawing book Model 3,1076.31,676.11,4.40,26968,Lenovo Store,Electronics,{},https://via.placeholder.com/150?text=Lenovo,2026-01-30 19:02:55,2026-02-11 00:31:49
446,Amazon,AMZ_SAMPLE_10_3,Apple drawing book Model 4,1191.95,2134.41,3.90,17598,Apple Store,Electronics,{},https://via.placeholder.com/150?text=Apple,2026-01-30 19:02:55,2026-02-11 00:31:49
447,Amazon,AMZ_SAMPLE_10_4,Dell drawing book Model 5,1299.25,887.60,4.70,48979,Dell Store,Electronics,{},https://via.placeholder.com/150?text=Dell,2026-01-30 19:02:55,2026-02-11 00:31:49
448,Amazon,B07ZRC4CKQ,"AreTop 2GB USB Flash Drives 100 Pack, AreTop Premium USB2.0 Thumb Drives Bulk USB Pendrive Memory Stick Jump Drive 100 Pack Flash Drives Bulk (2GB 100",133.00,172.26,4.80,48123,(GBP 1.33GBP1.33/count),Electronics,{},https://m.media-amazon.com/images/I/71LyK8HS9+L._AC_UY218_.jpg,2026-01-30 19:02:57,2026-02-11 00:31:43
449,Amazon,B009GX7D0M,Verbatim 128GB PinStripe USB 2.0 Flash Drive Retractable Thumb Drive - Black,11.00,12.43,3.20,15147,200+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/71NKKEKkkyL._AC_UY218_.jpg,2026-01-30 19:02:57,2026-02-11 00:31:43
450,Amazon,B0DGQ1J68R,"Transcend ESD310 128GB External SSD, Up to 1,050MB/s, Dual USB Flash Drive for iPhone/iPad/Mac/Windows, Android/Tablet/PC, USB 3.2 Gen 2 Thumb Drive P",20.00,23.09,4.60,42564,500+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61WTtdHhquL._AC_UY218_.jpg,2026-01-30 19:02:57,2026-02-11 00:31:43
451,Amazon,B018SWA1RS,SanDisk Cruzer Glide 32GB (10 Pack) Cruzer USB 2.0 Flash Drive Jump Drive Pen Drive CZ60 Bundle with (5) Everything But Stromboli Lanyards,53.00,68.25,4.30,25432,Amazon,Electronics,{},https://m.media-amazon.com/images/I/81EnvFHb1DL._AC_UY218_.jpg,2026-01-30 19:02:57,2026-02-11 00:31:43
452,Amazon,B07WVGW1VC,"Christmas USB Flash Drive 5 Pack 8GB, Leizhan Novelty Thumb Drive Thanksgiving Memory Stick Santa Claus, Christmas Tree, Elk, Snowman, Dog Pendrive Ne",19.00,22.21,4.00,3938,(GBP 3.99GBP3.99/count),Electronics,{},https://m.media-amazon.com/images/I/513vfCJKCJL._AC_UY218_.jpg,2026-01-30 19:02:57,2026-02-11 00:31:43
453,Amazon,B00TUBVRIE,Integral 32GB Secure 360 Encrypted USB3.0 Flash Drive (256-bit AES Encryption),13.00,16.08,3.30,8937,Amazon,Electronics,{},https://m.media-amazon.com/images/I/71i3nu2KRuL._AC_UY218_.jpg,2026-01-30 19:02:57,2026-02-11 00:31:43
454,Amazon,B07F666PT4,"Aiibe 10pcs 16GB USB 2.0 Flash Drives Bulk 10 Pack Swivel USB Memory Stick 16GB Thumb Drives Zip Drive Jump Drive with LED Indicator (16G, 10 Pack, Bl",24.00,29.17,3.50,17335,50+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/71H3NZVlEPL._AC_UY218_.jpg,2026-01-30 19:02:57,2026-02-11 00:31:43
455,Amazon,B07QRVDV7L,5 Pack Rectangle Wood 2.0/3.0 USB Flash Drive USB Disk Memory Stick with Wooden (2.0/32GB),15.00,19.03,3.90,18603,Amazon,Electronics,{},https://m.media-amazon.com/images/I/61t62QgV7BL._AC_UY218_.jpg,2026-01-30 19:02:57,2026-02-11 00:31:43
456,Amazon,B0BDX8CGSQ,Wooden USB Flash Drives PENDRIVE Thumb Drives U Disk Memory Sticks for Birthday Business Valentine's Day Present (64GB USB3.0),13.00,16.70,4.10,49675,Amazon,Electronics,{},https://m.media-amazon.com/images/I/71MPyoeN9aL._AC_UY218_.jpg,2026-01-30 19:02:57,2026-02-11 00:31:43
457,Amazon,B0B9FWMWSH,Bilious 64GB Flash Drive Animal Series Waterproof USB 3.0 Thumb Drive Cute Cartoon Memory Stick Small Size USB Drive Gift,8.00,9.59,3.80,27480,Amazon,Electronics,{},https://m.media-amazon.com/images/I/610w874hPbL._AC_UY218_.jpg,2026-01-30 19:02:57,2026-02-11 00:31:43
458,Amazon,B0CHB2BJF6,128GB USB Flash Drives 1 Pack 128GB Thumb Drives Memory Stick Jump Drive with LED Light for Storage and Backup (1 Pack Blue),9.00,10.94,5.00,5225,100+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61L+Lasr4oL._AC_UY218_.jpg,2026-01-30 19:02:57,2026-02-11 00:31:43
459,Amazon,B01DWNMFM2,Verbatim 128GB Pinstripe USB 3.2 Gen 1 Flash Drive Retractable Thumb Drive - Black,0.00,0.00,4.50,34290,50+ bought in past month,Electronics,{},https://m.media-amazon.com/images/I/61jFTnoNhSS._AC_UY218_.jpg,2026-01-30 19:02:57,2026-02-11 00:31:43
460,Amazon,B0BGYPPJ8D,High-Speed Cassette Tape Shape Flash | Flash Disk Cassette Tape Flash | Audio Cassette USB Stick White 2GB | Memory Stick Thumb Drives,7.00,7.85,3.40,34395,Typical:,Electronics,{},https://m.media-amazon.com/images/I/41G8e1V3QML._AC_UY218_.jpg,2026-01-30 19:02:57,2026-02-11 00:31:43
461,Amazon,B083D59T5Q,Hard Drive Eraser Bootable USB Flash Drive – Secure Disk Wipe Utility for PC | Permanently Delete Data to DOD 5220.22-M Standard – Safe for HDD & SSD,14.00,18.01,3.40,13142,Shop products from small business brands sold in A,Electronics,{},https://m.media-amazon.com/images/I/71LRttQ18NL._AC_UY218_.jpg,2026-01-30 19:02:57,2026-02-11 00:31:43
462,Amazon,B07G2X8H4M,"TOPESEL 64GB USB 3.0 Type C Dual OTG Flash Drive USB C Thumb Drive Memory Stick for USB-C Smartphones, Tablets & New MacBook",8.00,10.30,3.20,47131,Amazon,Electronics,{},https://m.media-amazon.com/images/I/61oMf9kZEQL._AC_UY218_.jpg,2026-01-30 19:02:57,2026-02-11 00:31:43
463,JD.com,JD_SAMPLE_1_0,苹果笔记本型号1,5735.00,6882.00,4.60,85147,苹果官方旗舰店,笔记本,"{""内存"": ""12GB"", ""品牌"": ""苹果"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 19:02:58,2026-02-11 00:31:44
464,JD.com,JD_SAMPLE_1_1,联想手表型号2,1426.00,1711.00,4.20,69614,联想官方旗舰店,手表,"{""内存"": ""16GB"", ""品牌"": ""联想"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=联想,2026-01-30 19:02:58,2026-02-11 00:31:44
465,JD.com,JD_SAMPLE_1_2,苹果耳机型号3,5459.00,6550.00,3.80,59954,苹果官方旗舰店,耳机,"{""内存"": ""16GB"", ""品牌"": ""苹果"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 19:02:58,2026-02-11 00:31:44
466,JD.com,JD_SAMPLE_1_3,三星平板型号4,7344.00,8812.00,4.70,43984,三星官方旗舰店,平板,"{""内存"": ""8GB"", ""品牌"": ""三星"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=三星,2026-01-30 19:02:58,2026-02-11 00:31:44
467,JD.com,JD_SAMPLE_1_4,苹果手表型号5,2738.00,3285.00,4.80,19778,苹果官方旗舰店,手表,"{""内存"": ""16GB"", ""品牌"": ""苹果"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=苹果,2026-01-30 19:02:58,2026-02-11 00:31:44
468,JD.com,JD_SAMPLE_1_5,华为手表型号6,2520.00,3024.00,4.60,72337,华为官方旗舰店,手表,"{""内存"": ""8GB"", ""品牌"": ""华为"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=华为,2026-01-30 19:02:58,2026-02-11 00:31:44
469,JD.com,JD_SAMPLE_1_6,联想平板型号7,1585.00,1902.00,3.90,63469,联想官方旗舰店,平板,"{""内存"": ""16GB"", ""品牌"": ""联想"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=联想,2026-01-30 19:02:58,2026-02-11 00:31:44
470,JD.com,JD_SAMPLE_1_7,戴尔平板型号8,1611.00,1933.00,4.30,76890,戴尔官方旗舰店,平板,"{""内存"": ""16GB"", ""品牌"": ""戴尔"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 19:02:58,2026-02-11 00:31:44
471,JD.com,JD_SAMPLE_2_0,三星平板型号1,4858.00,5829.00,4.70,13502,三星官方旗舰店,平板,"{""内存"": ""12GB"", ""品牌"": ""三星"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=三星,2026-01-30 19:02:58,2026-02-11 00:31:44
472,JD.com,JD_SAMPLE_2_1,戴尔耳机型号2,4937.00,5924.00,4.40,10236,戴尔官方旗舰店,耳机,"{""内存"": ""12GB"", ""品牌"": ""戴尔"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=戴尔,2026-01-30 19:02:58,2026-02-11 00:31:44
473,JD.com,JD_SAMPLE_2_2,联想笔记本型号3,3576.00,4291.00,4.30,81197,联想官方旗舰店,笔记本,"{""内存"": ""16GB"", ""品牌"": ""联想"", ""颜色"": ""黑色""}",https://via.placeholder.com/150?text=联想,2026-01-30 19:02:58,2026-02-11 00:31:44
474,JD.com,JD_SAMPLE_2_3,联想笔记本型号4,6353.00,7623.00,3.90,81172,联想官方旗舰店,笔记本,"{""内存"": ""8GB"", ""品牌"": ""联想"", ""颜色"": ""蓝色""}",https://via.placeholder.com/150?text=联想,2026-01-30 19:02:58,2026-02-11 00:31:44
475,JD.com,JD_SAMPLE_2_4,联想耳机型号5,5345.00,6414.00,4.80,32723,联想官方旗舰店,耳机,"{""内存"": ""8GB"", ""品牌"": ""联想"", ""颜色"": ""白色""}",https://via.placeholder.com/150?text=联想,2026-01-30 19:02:58,2026-02-11 00:31:44
